"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0032793","positive regulation of CREB transcription factor activity",12,2,0.06,"0.0016"
"2","GO:0035774","positive regulation of insulin secretion involved in cellular response to glucose stimulus",20,2,0.1,"0.0044"
"3","GO:0070073","clustering of voltage-gated calcium channels",1,1,0.01,"0.0050"
