"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0044877","protein-containing complex binding",739,1,0.11,"0.11"
"2","GO:0005488","binding",5367,1,0.78,"0.78"
"3","GO:0003674","molecular_function",6872,1,1,"1.00"
