"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0099055","integral component of postsynaptic membrane",122,5,0.74,"0.00079"
"2","GO:0034704","calcium channel complex",34,3,0.21,"0.00109"
"3","GO:0033017","sarcoplasmic reticulum membrane",11,2,0.07,"0.00191"
