"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0004351","glutamate decarboxylase activity",2,2,0.07,"0.0011"
"2","GO:0046961","proton-transporting ATPase activity, rotational mechanism",17,4,0.58,"0.0022"
"3","GO:0005001","transmembrane receptor protein tyrosine phosphatase activity",3,2,0.1,"0.0034"
