"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0060074","synapse maturation",26,6,0.88,"0.00018"
"2","GO:0043951","negative regulation of cAMP-mediated signaling",10,3,0.34,"0.00386"
"3","GO:0007416","synapse assembly",130,11,4.4,"0.00445"
