"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0017124","SH3 domain binding",78,29,15.07,"0.00017"
"2","GO:0035255","ionotropic glutamate receptor binding",30,14,5.8,"0.00061"
"3","GO:0043621","protein self-association",30,14,5.8,"0.00061"
