"","X","logFC","logCPM","F","PValue","FDR"
"22","Cst3",-2.52895368297017,10.4256063843643,98.1938616884268,7.90953852156271e-18,5.85269898147816e-15
"24","Nap1l5",-1.84473082900021,10.4819761475128,72.3182415386867,5.34797379723633e-17,3.62748606021709e-14
"26","Chd3os",-2.21972399290803,10.3422866929511,112.065369195813,1.67940973882514e-16,1.05150427455133e-13
"27","Atp6v0c",-1.63383723908291,11.0754103749297,68.6830457018427,3.04964630634436e-16,1.83871082299926e-13
"29","1700020I14Rik",-1.69581307209901,10.456764293755,64.6221754793761,2.14805395619443e-15,1.20579897768583e-12
"31","Plk2",-1.75554424882238,10.4797800687127,63.8965212978902,3.04722797530695e-15,1.60018787774264e-12
"34","Hap1",-1.80590305878085,10.4587702901597,60.4171870076673,1.63531711089778e-14,7.82980213185439e-12
"38","Negr1",-1.61736447351392,10.4968264726928,57.6591295864771,6.22173829931796e-14,2.64590831206442e-11
"39","Ttc3",-1.18806341917059,11.2972202301395,57.6206897535805,6.33886750847794e-14,2.64590831206442e-11
"47","Atp1b1",-1.31130804089097,10.9327073956638,49.9805098608651,2.6225634452848e-12,9.08355538846624e-10
"49","Atp6v0b",-1.4295360878515,10.5525163634635,48.9305109933085,4.385385662879e-12,1.45693251440831e-09
"52","Rps16",-1.43220782448114,10.5165719945632,48.1945481424308,6.29034237052071e-12,1.96924006634051e-09
"55","2900097C17Rik",-1.32300107306567,10.6391291623431,45.6151478319198,2.23280573201401e-11,6.60869900208293e-09
"56","Ankrd12",-1.40424185240255,10.5285623476916,44.9190549470081,3.14501277214698e-11,9.14243980674656e-09
"57","Add2",-1.3061508685139,10.6108245596061,44.1780383637543,4.53040608333347e-11,1.29386808123834e-08
"61","Map1b",-1.20862436655157,11.0340154928982,43.8610698707471,5.29647197220669e-11,1.41346339730414e-08
"67","Srek1",-1.24087700954506,10.6713102614505,42.2968340254653,1.14610911391191e-10,2.78470302468238e-08
"73","Gprasp2",-1.27155676825159,10.700513161691,40.4049764836803,2.92142973922705e-10,6.51478831847633e-08
"78","Ckb",-1.25501243056596,10.8385895197624,38.9981586836714,5.86746143763979e-10,1.22456929158126e-07
"87","H3f3b",-1.28031343920552,10.5475221591312,37.5350525792909,1.21353206380301e-09,2.27069982375278e-07
"88","Cpne7",-1.29839193424238,10.7233059011603,37.4352437186538,1.27527700749401e-09,2.35911754602216e-07
"91","Rab3c",-1.22027491446517,10.9548269841787,36.7583337766618,1.78592056789456e-09,3.19483526645665e-07
"94","Stmn3",-1.16275198460289,10.8523591662272,36.3138987187559,2.22827181089916e-09,3.85894008613057e-07
"97","Aplp1",-1.18871565526506,10.6639287117134,35.4542647081556,3.42009052172514e-09,5.73138677266305e-07
"111","Rbm39",-0.994883065681348,10.8981523072487,33.8140301661261,7.7578864155234e-09,1.13775345007482e-06
"120","Rtn1",-1.05594054712416,10.8118114048184,32.2767395337516,1.67478254303012e-08,2.27198208483228e-06
"122","Lrp1b",-1.12065106314574,10.9589547649119,32.1634102052693,1.77267779050439e-08,2.36536243865745e-06
"125","Ube2b",-1.12193758696247,10.563820438565,31.5761099039798,2.37989174453644e-08,3.0993806167447e-06
"137","Snrnp70",-1.00092686911595,10.8580018065337,29.8405048392421,5.69323793309483e-08,6.76497958487961e-06
"140","Selenow",-1.02400611441587,10.7318638819686,29.6441309317398,6.28479452690308e-08,7.30786929310394e-06
"142","C230004F18Rik",-0.916467068839371,11.2265710646355,29.5376869090602,6.63083838614813e-08,7.60164916113418e-06
"144","Prrc2c",-1.00392800509839,10.8066975601509,29.3331233540376,7.35047269127764e-08,8.30960728759088e-06
"151","Ddx5",-0.96854246885286,10.7887911167051,28.9610918983443,8.86619102748126e-08,9.55845852558725e-06
"154","Rtn3",-0.97440082660262,10.8359338864314,28.7923889333632,9.65333201708663e-08,1.02043241497502e-05
"162","Srrm2",-0.905230553426276,10.8989413489375,27.6299617508067,1.73590460093212e-07,1.74436981472679e-05
"169","Cyfip2",-0.995714154135461,10.7260052604859,26.8282351497635,2.60391642896002e-07,2.50823405603787e-05
"175","Nptn",-1.00418110451685,10.648550854727,26.4668259018105,3.12682083501038e-07,2.90865807846479e-05
"180","Hspa5",-1.05313408410838,10.5797632751766,26.0009318802034,3.95951231381989e-07,3.58093894203744e-05
"184","Olfm1",-1.10103658729527,10.5668854281836,25.9003434507118,4.16670839483132e-07,3.68640467170973e-05
"186","Nsf",-0.971625511506656,10.7311141148721,25.7927978944305,4.40029422910991e-07,3.85120375030539e-05
"198","Serinc1",-0.98658669203586,10.6684863389339,25.0469458173653,6.42561954196503e-07,5.28296265270953e-05
"212","Cx3cl1",-1.01364659141226,10.5957633090805,24.1603506837753,1.00860730968572e-06,7.74486716715748e-05
"239","Atp1a3",-0.819857087224561,10.9821809934447,21.8977913651922,3.20060123391307e-06,0.000218002458104062
"291","Rps8",-0.84960616923926,10.6981728866093,19.9540391248022,8.67704052560494e-06,0.000485407363286333
"321","Mapt",-0.8053246517305,10.733522308416,19.0265910135209,1.39917946176278e-05,0.000709571416138204
"323","Ppia",-0.805616894305893,10.7896150443375,18.9669695918516,1.44288731563965e-05,0.000727206272795598
"362","Nrcam",-0.796693363425757,10.7730147747218,17.7419623798446,2.71810901426074e-05,0.00122017742940336
"407","Calm2",-0.768368210988866,10.7793509918456,16.5281462030141,5.10392084453395e-05,0.00204144293435303
"516","Hsp90b1",-0.777141604017886,10.662170479927,14.3124942682852,0.000162430707997769,0.00512443700677457
"714","Prnp",-0.675001897522715,10.7890241641052,11.6873128289173,0.000650282968730579,0.0148262695349651
