"","X","logFC","logCPM","F","PValue","FDR"
"1","Rpl8",-3.08941404632209,10.3205647738144,549.319196946623,1.0786660764145e-109,1.84354819120002e-105
"2","AC149090.1",-2.01798324644476,10.9997203559198,341.000035869341,3.20007956915897e-72,2.7346279958248e-68
"3","Calm1",-2.23973959142156,10.7723609415864,317.590953885693,1.26439624883262e-67,7.20326542959945e-64
"4","Oaz1",-2.63931587224765,10.2873871830198,360.251779262756,3.87979631655023e-67,1.657739971154e-63
"5","Rpl27a",-2.60433304880746,10.1782544033365,393.859712566243,1.19311982907913e-61,4.07832219975827e-58
"6","Hnrnpa2b1",-1.96692330517363,10.53058969662,283.695352515515,6.56517626988148e-61,1.87009046047574e-57
"7","Ly6h",-2.336814740323,10.2869422938269,295.84199044868,2.49631417703284e-60,6.09492937138118e-57
"8","Nnat",-3.10537788799587,10.7353148827963,278.145965367101,8.38499031521238e-60,1.79134836846618e-56
"9","Pgrmc1",-2.47257052921358,10.2287708336393,321.777831274138,1.07555167060656e-59,2.04247262248186e-56
"10","Syt1",-1.31280407475909,11.958731682117,258.967030391276,5.77828687356676e-56,9.87567009561295e-53
"11","AC124490.1",-2.48451308719401,10.2213299566094,247.345068455784,1.76524936543906e-50,2.74271608224718e-47
"12","Plk2",-1.97551677897394,10.3893230950153,213.912667955912,7.45317897183617e-47,1.06151901506377e-43
"13","Pdlim7",-1.88812193106636,10.3900085427421,209.040549482238,7.33869986312913e-46,9.64813225851846e-43
"14","Cpne7",-2.20336356721341,10.3608346835418,207.289299780102,1.67123988471291e-45,2.04022577640203e-42
"15","C130073E24Rik",-2.07282679931878,10.1485806195709,231.458979946817,8.9171745392058e-44,1.01602286699711e-40
"16","Slc25a4",-1.95484332993312,10.2888586328297,201.627843750934,1.35918233225936e-43,1.4518615775403e-40
"17","Cst3",-2.50251015936266,10.2380968564488,223.612824850659,6.0484381966636e-41,6.08081513053986e-38
"18","Dgkg",-1.95275613947425,10.2461093840876,203.330434222194,7.63526059900643e-41,7.2496799387566e-38
"19","Mecr",-2.22782090091328,10.114526155219,328.829290345718,9.31612796900367e-41,8.38010226938114e-38
"20","Actg1",-1.72256709854275,10.5857380341263,182.212540270345,2.31291679938425e-40,1.97650305091381e-37
"21","Ube2b",-1.67446941169723,10.4064168771542,181.077065766074,3.96264605306296e-40,3.22502779489996e-37
"22","Hap1",-1.88412662625781,10.2993732739968,174.390290006048,9.48037379825099e-39,7.36495766299581e-36
"23","Atp5g3",-2.09906639002395,10.2114966618628,215.633792081924,1.41652175719834e-37,1.05259884140334e-34
"24","Tmeff2",-1.88563814088902,10.2392821076398,181.3822051422,2.60191497662779e-37,1.85288870273107e-34
"25","Actb",-1.56956229510458,10.66396083807,160.517318657021,7.04206478534932e-36,4.81423716985621e-33
"26","Camk2d",-1.71663772931643,10.2911342328826,156.568771394233,4.64910612005242e-35,3.05607202683907e-32
"27","Grcc10",-1.92118624863925,10.142825928786,222.873536403696,7.24037191004137e-34,4.58315541905619e-31
"28","Ttc3",-1.10133300258095,11.1615716219739,150.656025598762,7.88739067369644e-34,4.81440692871949e-31
"29","Tmem59",-1.95645535198758,10.1628970029582,214.43129730834,1.45663025745037e-33,8.58457507933943e-31
"30","Rbm39",-1.21483518158768,10.8185467231195,148.135549739609,2.64156278397428e-33,1.50489831803015e-30
