"","X","logFC","logCPM","F","PValue","FDR"
"1","Rpl8",-3.06822728786524,10.2039819488996,519.808890334011,3.44373997644326e-105,5.87054353784282e-101
"2","AC149090.1",-2.18087903957734,10.9612509178286,415.6193510537,6.34896633507835e-86,5.41154145570403e-82
"3","Syt1",-1.44617928577442,11.8098326682719,333.956896368237,2.37431007942291e-70,1.34916213079741e-66
"4","Cpne7",-2.8233748278363,10.3624224306974,333.18725451141,3.34484559297158e-70,1.42548957058466e-66
"5","Oaz1",-2.65501286572575,10.1733697705897,359.491657584669,5.14837303822669e-68,1.75528630365301e-64
"6","Nnat",-3.40891207898293,10.5516795487647,310.546004522784,8.33071859165451e-66,2.36689599719891e-62
"7","Hnrnpa2b1",-2.15560812799923,10.4207859279169,307.03366362642,4.0344842065441e-65,9.82512175270819e-62
"8","Actg1",-2.11837453821641,10.4758037616613,278.402506815912,1.66763702834155e-59,3.55352605276729e-56
"9","Rpl27a",-2.59439384633485,10.0606976952156,380.745620617306,8.74612723881419e-59,1.65661367822295e-55
"10","Pdlim7",-2.11011319417049,10.3227805254952,256.894865062706,3.01104198861793e-55,5.13292327799698e-52
"11","Ly6h",-2.218721408696,10.1590938340677,253.602709488293,1.20349432603872e-52,1.86508797963473e-49
"12","Slc25a4",-2.22593698697112,10.1742843784332,253.842975474136,3.74694350262913e-52,5.32284549077657e-49
"13","Calm1",-1.98078644783716,10.6439219936519,238.864266546637,1.18203672324861e-51,1.55001384778609e-48
"14","Plk2",-1.95310154209543,10.3045923010139,203.996669411272,1.23068580672434e-44,1.49853578194499e-41
"15","Map1b",-1.42290503872867,11.0795041496595,200.863881735574,5.31027178686304e-44,6.03494687671029e-41
"16","Pea15a",-2.10586859151897,10.1810662469362,217.02563564016,1.77649568844372e-43,1.89274512505626e-40
"17","Actb",-1.7459809566929,10.5413475101757,194.666349812943,9.62655934676208e-43,9.65317395201489e-40
"18","Atp5g3",-2.30479025867852,10.1098450493198,258.38092278071,1.14536285424955e-42,1.08472225424401e-39
"19","Tmem59",-2.27837684958098,10.0522259561146,275.142174279437,1.83204124161434e-41,1.64372668662104e-38
"20","Pgrmc1",-2.1033070944804,10.1113835521767,224.820701378265,3.41810078030727e-41,2.9134182000949e-38
"21","Dgkg",-2.00580249577648,10.1495104075386,192.538826134582,6.38613955603397e-41,5.18402481008148e-38
"22","Prkcg",-1.73803264403112,10.4883060804808,181.406935579359,4.84872251806425e-40,3.69078295368807e-37
"23","AC124490.1",-2.26679600930777,10.0635336488735,227.463905096636,4.97964497769846e-40,3.69078295368807e-37
"24","Hint1",-2.17221923612741,10.0239470675026,285.356311693087,7.57912063694905e-40,5.38338622908627e-37
"25","Atp6v0c",-1.65997140362452,10.7234472665543,179.169788284169,1.38960084034719e-39,9.47541021015944e-37
"26","Uchl1",-1.64397037049589,10.4253456264898,178.718408612241,1.7186905897872e-39,1.1268660955424e-36
"27","Arnt",-1.9143411262741,10.1295152862688,199.492400366252,2.27279323962341e-38,1.43497430947631e-35
"28","Ube2b",-1.67561910328398,10.3095699503047,171.104710019406,6.23208114954482e-38,3.79422454843895e-35
"29","Cst3",-2.34820607550776,10.074004050516,243.017147227668,6.52569828551673e-38,3.83598547148978e-35
"31","Ptma",-2.19165303915719,9.99187814350725,323.626022506603,6.14718195950702e-37,3.38035518915214e-34
"32","Nkain3",-1.95713565730369,10.0400052581929,232.348203999979,2.8186180285053e-36,1.50153067287281e-33
"33","Hap1",-1.72978873891065,10.1972958387362,156.580058164607,6.05946582425404e-35,3.13017314866845e-32
"34","Ctxn1",-2.04849971635131,10.1248180989202,193.815084335359,1.17472555044512e-34,5.88986660542295e-32
"35","Tmem59l",-1.80335009847586,10.1783143229814,164.545039830177,1.84498228372827e-34,8.98611799734738e-32
"36","Camk2d",-1.76788715575055,10.2211817350325,151.435414386571,6.9957221627672e-34,3.3126687696859e-31
"37","Usp11",-1.79267133743175,10.1213023376857,167.66600064964,8.58663595301586e-34,3.95611846192058e-31
"38","Olfm1",-1.55230559086404,10.4594650872906,150.808204769164,9.42983589005621e-34,4.23027401099443e-31
"39","Srek1",-1.41652462291244,10.4501287862578,149.037147829094,2.19197120829294e-33,9.58116235583842e-31
"40","Mblac2",-1.7900345846643,10.1100986276859,169.449614066878,9.24255465171161e-33,3.9389457286932e-30
"41","Tmeff2",-1.80475968131264,10.1267554930235,163.243234847474,2.57340648327819e-32,1.06997220293764e-29
"42","Vdac2",-1.93987176554455,10.0262904793926,219.074173318774,1.48539679872073e-31,6.02894267328387e-29
"43","Gprasp2",-1.52883871996199,10.3439263166005,138.925185090063,2.7380942378505e-31,1.08549517378227e-28
"44","Zbtb20",-1.95857254163603,10.2795648822865,135.012208006451,1.78273939751048e-30,6.90689966121844e-28
"45","Rbm39",-1.17396312342559,10.7290891607836,133.107368351375,4.44266244942083e-30,1.68297926167282e-27
"46","Chd3os",-2.03030860643744,10.0372978162292,216.004294433856,6.15089243942639e-30,2.2794405090196e-27
"47","Ntng1",-1.71561294179005,10.1475420394971,128.063714957441,5.00223622273941e-29,1.81432172104338e-26
"48","Ndufb5",-1.85385942158462,10.0127203925383,214.345799454956,6.40916891263636e-29,2.27618963445233e-26
"49","mt-Co1",-1.70652714661607,10.0632437017327,160.129145061687,8.16673434143902e-29,2.84119021058186e-26
"50","Syngr3",-1.88530618215739,10.0463081790686,183.135796786519,6.47775016689966e-28,2.20852414190277e-25
"51","Snrnp70",-1.19115352061406,10.6681433138863,121.35060552348,1.26532289626508e-27,4.2294038063982e-25
"52","Ttc3",-1.00061180719364,11.0437567348012,120.217484945588,2.18483213429121e-27,7.16246796024273e-25
"53","Grcc10",-1.75823782521694,10.0427345913538,172.829841609995,3.91453320900897e-27,1.25907637007502e-24
"54","Sncb",-1.54832239378812,10.2333148205643,117.360826298029,8.66894818849652e-27,2.7366585142463e-24
"56","Mecr",-1.85552435240102,10.0124232547534,200.1280792842,3.31801914925486e-26,1.01004057923835e-23
"58","Rps7",-1.41183727377713,10.2435030047197,112.873553877514,7.57997918778566e-26,2.22786043472728e-23
"59","1700020I14Rik",-1.41733218524956,10.2313614279013,111.686748901021,1.34598487395149e-25,3.88898375360188e-23
"60","Cadm1",-1.43743441707889,10.1644679104352,111.098213076188,1.78958333112807e-25,5.08450450762337e-23
"61","Klhl7",-1.55829032573807,10.1022048667777,134.059158425025,3.88460845441114e-25,1.08558885774339e-22
"62","Auts2",-1.38414848617368,10.2850894081579,107.25352117441,1.15268033884172e-24,3.16931318326367e-22
"63","Rps16",-1.33985182621391,10.2750296415166,106.999635423772,1.30369914944947e-24,3.52764434931193e-22
"65","Dync1i1",-1.49248717606526,10.1440099271385,116.495537799132,3.18549034702704e-24,8.3543159916569e-22
"67","Snhg20",-1.80536126601114,10.0241606867005,174.787632450353,6.24481498669147e-24,1.58888598624074e-21
"68","Atp5f1",-1.55327744450849,10.0739230886615,131.328489041167,6.44539098499327e-24,1.61580264884089e-21
"69","Cltc",-1.29668882596114,10.3403404209885,102.865489481974,9.6981724081332e-24,2.39601079770213e-21
"70","Stmn3",-1.26691471233794,10.5372230556145,99.8829156960516,4.13482553045428e-23,1.00694815453791e-20
"71","St6galnac5",-1.38403288694343,10.2662383799335,99.6289220150966,4.67872446680132e-23,1.12335515472623e-20
"72","Tiam1",-1.47956502864981,10.0627792361486,124.461702600179,5.30838293230807e-23,1.25683338676466e-20
"73","Erp29",-1.75209930645822,10.0013400243248,181.755072532654,5.6187390164619e-23,1.31209101388529e-20
"76","Samd5",-1.45896393606495,10.081257746862,101.182856737174,3.39945358284354e-22,7.62506384562286e-20
"78","Dock4",-1.30706602986231,10.2629632245899,93.5353889232248,9.11225206556296e-22,1.99149437130323e-19
"79","Rreb1",-1.5292752099496,10.2038698745232,93.1243814048714,1.11361488274107e-21,2.40301176026418e-19
"82","March1",-1.3710906427964,10.2087256373602,92.1631352219338,1.78044626552884e-21,3.70137408395978e-19
"83","Rps3a1",-1.26973520864237,10.2678635398092,91.8784754268828,2.0459618597464e-21,4.20210985820444e-19
"84","Prrc2c",-1.10040324328422,10.492279395933,91.4452508446049,2.52806682560584e-21,5.13047085429795e-19
"87","Tor1aip2",-1.41329598734369,10.0973593188134,107.791622948046,5.24974251085751e-21,1.02864782278837e-18
"88","Grm7",-1.28451594905556,10.2695279958306,89.4874663000479,6.58099729745104e-21,1.27484387420054e-18
"89","2310035C23Rik",-1.35579197116471,10.1347542382292,99.967084155201,7.49886150498644e-21,1.43632687725285e-18
"92","Kmt2e",-1.20759458073409,10.2796338312593,86.5095921316141,2.82518684066084e-20,5.23488696442885e-18
"93","Tspan13",-1.42189175771984,10.0599483248546,111.960068886488,3.51744214682527e-20,6.44750927708929e-18
"96","Rpl32",-1.28880422332455,10.1526105029123,91.6138630269545,7.56037164680697e-20,1.34251724440748e-17
"97","Eef1a1",-1.09186489855855,10.5715015097689,84.4692098466645,7.67599170381744e-20,1.3489961914946e-17
"99","Cpe",-1.23823737720499,10.3096167744156,84.1386530971687,9.02612330117173e-20,1.55422549409166e-17
"100","Lrp1b",-1.11566509016012,10.8086768166065,83.9438206564725,9.93073445079849e-20,1.68735830817685e-17
"104","H3f3b",-1.23033323834855,10.2331304757297,83.1622561633269,1.45686164689672e-19,2.38799235525466e-17
"105","Rtn1",-1.0704542782931,10.5867458548636,83.0121633141042,1.56815360638608e-19,2.54593471695843e-17
"106","Trim35",-1.51400353102753,10.0612428322975,117.601818627411,1.6225848591683e-19,2.60945321643793e-17
"107","Atp1b1",-1.03549524048561,10.6205114861321,82.4157677845016,2.10110040336159e-19,3.34742603515001e-17
"108","Fau",-1.15525637328892,10.3136406384193,81.9057083040621,2.69862215957602e-19,4.259575180953e-17
"109","Ywhaq",-1.54465188475866,10.0276159289341,126.843480570225,4.81527121201567e-19,7.53081911479185e-17
"111","Kirrel3",-1.27756645919609,10.2442877991652,78.3536779801613,1.54481813884435e-18,2.37247881197114e-16
"112","Rpl9-ps6",-1.11635643684382,10.3188942235513,77.5152509662213,2.33312292813949e-18,3.53176421989067e-16
"113","Fam171b",-1.20018531051853,10.1704561301174,79.534883416248,2.34111196602127e-18,3.53176421989067e-16
"114","Ankrd10",-1.20337082138657,10.1715024580216,80.1757945346128,2.57517580687461e-18,3.8507914017361e-16
"115","Hspa5",-1.19099651795897,10.3135943213297,77.2310671478812,2.68316703952403e-18,3.97738682806662e-16
"116","Mdh2",-1.50734518223126,10.0571181287005,110.757974254003,2.84672757125529e-18,4.18346249199905e-16
"118","Rapgef6",-1.1516120604847,10.2144179146007,76.3791192733609,4.08040647225052e-18,5.89480416376734e-16
"122","Rab3c",-1.15362049467282,10.4825777897684,75.7093404200629,5.67398756112392e-18,7.90956959665631e-16
"125","Nap1l5",-1.31373006516035,10.1022788193729,88.6168097443889,7.77902463580687e-18,1.0608722637328e-15
"127","G3bp2",-1.19591063383447,10.2034899382354,74.8100610226526,8.8351938900991e-18,1.18593346649228e-15
"128","Mtif2",-1.53245970293783,10.0466663125403,113.368717613772,9.95216135567818e-18,1.3254257392988e-15
"129","Cck",-1.37331275809642,10.0904095521693,88.5358595574426,1.03618410881001e-17,1.3692891862701e-15
"131","Gabra2",-1.15146788769853,10.2840098547016,73.8287556839556,1.43282226908371e-17,1.86452833748626e-15
"132","Rps24",-1.13082549744668,10.2222138601348,73.1473069829838,2.00480313975281e-17,2.58908175177017e-15
"133","Rps8",-1.03506624932437,10.4306794368037,72.9361564916411,2.22476523296909e-17,2.85154683657324e-15
"134","Lingo2",-1.21109099106503,10.165626036796,72.6936716153625,2.50733584645601e-17,3.18974284884594e-15
"135","Alcam",-1.24360169838464,10.1116706124387,76.2561846499798,2.54393007651112e-17,3.2123241492063e-15
"137","Srrt",-1.22468485951811,10.128970357019,81.7328675872062,2.68536699658901e-17,3.34141979495276e-15
"138","2900097C17Rik",-1.10755873782296,10.3576812161272,72.4132925966869,2.87915107761836e-17,3.55658611740292e-15
"139","Lmo3",-1.22051283473323,10.1099782785883,75.9847232211201,3.03419394553544e-17,3.72114418629803e-15
"141","Mif",-1.37544616260614,10.0524218188663,98.2881246033135,6.39563836342711e-17,7.7323721405207e-15
"142","Dnm3",-1.1557202924958,10.193994002482,70.5980622892185,7.05142288566015e-17,8.46518351632736e-15
"146","Tax1bp1",-1.29286845344912,10.0700045479355,90.2431418731073,9.73885838853355e-17,1.13711177362556e-14
"147","Lmo7",-1.12885280173993,10.237087919465,69.7329387048358,1.08097237255631e-16,1.25356027448757e-14
"152","Kif3a",-1.17390290402212,10.1440321135517,75.2996408577187,1.73739990250544e-16,1.94851685118489e-14
"153","Ankrd12",-1.09443998492307,10.2518909335936,68.6724821977122,1.82543852000672e-16,2.03387257846762e-14
"160","Mrpl4",-1.33249016805671,10.0507527455149,93.1807081672681,9.68209901485938e-16,1.03156713691442e-13
"161","Mtf2",-1.14189664407295,10.1686534324606,70.9284790855612,1.08814320566145e-15,1.15214765384539e-13
"163","Negr1",-1.08377763889671,10.323983465769,64.8918201653655,1.18507432356707e-15,1.2393841714017e-13
"165","Syt5",-1.22487475220203,10.1291822366862,71.6064507677283,1.24432374863167e-15,1.28557496623782e-13
"169","Rps10",-1.1229413379514,10.1580226046105,67.1087691782285,2.23303698558241e-15,2.25246044338599e-13
"170","Ddx5",-0.842843910308077,10.6259469858581,63.427174045487,2.44877071477663e-15,2.45554084557631e-13
"174","5330434G04Rik",-0.890357439387845,10.6486532386026,62.9693736164394,3.07274666671837e-15,3.01040876020391e-13
"175","Dynll1",-1.06145648257582,10.2441550693886,62.8861413799993,3.20222733860862e-15,3.11933539664349e-13
"176","Ckb",-0.981016091832974,10.5177737165407,62.3487444518878,4.18033418488689e-15,4.04898618464584e-13
"177","Clcn3",-1.04468464353087,10.2327490127821,62.0679416976253,4.80521475916903e-15,4.62793762709347e-13
"178","Camkv",-1.03983348125235,10.3083728902116,61.9224195405902,5.16500925343426e-15,4.94651195187044e-13
"179","Rpsa",-1.00807818511442,10.3352185252537,61.71088506543,5.73666191725239e-15,5.46328914544142e-13
"182","Oxct1",-1.24438803459797,10.0663717561892,79.0366323300417,6.29288905829508e-15,5.89422416355803e-13
"183","Rrp1",-1.26036106183178,10.100516387435,74.9797192737336,6.41210856694085e-15,5.97307184375086e-13
"184","Nefl",-1.14754205229101,10.1564248011379,61.4548812536513,6.51386838901528e-15,6.03488665367084e-13
"187","Amph",-1.10338283779085,10.1536149354264,63.1819081249999,9.74662279697028e-15,8.88506303850013e-13
"188","Matk",-0.945943627438619,10.4405705064046,59.3634814768974,1.84057230978019e-14,1.66894873217143e-12
"189","Etv1",-1.07242585237359,10.3071962988728,59.221841828722,1.97481252979793e-14,1.78119731192938e-12
"192","Nrd1",-1.17302786535339,10.1406129682458,68.1206084997886,2.71722017010687e-14,2.41252355415687e-12
"193","Cttnbp2",-0.934426755913524,10.5184016293422,58.5024645815606,2.82388034232791e-14,2.49423254899813e-12
"194","Slc25a3",-1.01626498929584,10.2318943860693,58.478515085423,2.85771188504923e-14,2.51110384043476e-12
"196","Pitpnm2",-1.03733282002565,10.2181142275766,57.8360944175159,3.93355985776181e-14,3.42119361710538e-12
"197","C230004F18Rik",-0.688841445311292,11.1256412222718,56.7985383092024,6.59214841150615e-14,5.69226711112384e-12
"198","Rpl35",-1.04715161599289,10.1553622712595,60.342505834312,6.61153803016672e-14,5.69226711112384e-12
"200","Ube3a",-0.985981081255121,10.2540887724805,56.5992633026588,7.27968476040922e-14,6.2048393055348e-12
