"","X","logFC","logCPM","F","PValue","FDR"
"1","Rpl8",-2.85432875037612,10.3861160229778,135.713436190159,3.40845703851599e-29,5.4681876268912e-25
"2","Oaz1",-2.71507401263945,10.3746834066432,119.522197842277,3.06781250516822e-22,2.46084580102069e-18
"3","Hnrnpa2b1",-2.15717068878676,10.5958435482594,96.9723631010679,8.0160903869237e-22,4.2867379359139e-18
"4","AC149090.1",-1.93037793673389,11.0409836035536,79.1808529576441,2.94973719663199e-18,1.0352863183832e-14
"5","Fam212b",2.11223779849596,10.4104954160573,78.9386240403605,3.30236774663877e-18,1.0352863183832e-14
"7","Camk2d",-2.21741820745413,10.4978233298528,78.267011086937,4.51723756696529e-18,1.0352863183832e-14
"8","Sncb",-2.2269003283085,10.4696588105647,76.3795441489965,1.09088636142655e-17,2.14626271846881e-14
"9","Ntng1",-2.41826680860721,10.4864802443795,76.1685291528389,1.20403692988963e-17,2.14626271846881e-14
"11","Dync1i1",-2.31243932221174,10.343670407069,86.163907077909,9.98995461702617e-17,1.45698947200864e-13
"12","Atp5g3",-2.47037555545829,10.3064217483705,93.2085394068308,6.7084202896899e-16,8.68904697334355e-13
"13","Pdlim7",-1.97525646231547,10.536618180904,67.5144549519016,7.04092817138104e-16,8.68904697334355e-13
"15","Syt1",-1.47956977930849,12.0081684571029,65.1444191088305,2.16151463252376e-15,2.31181194997192e-12
"19","Actb",-1.82981322788876,10.6449389353477,62.1535223755897,8.94401013914566e-15,7.55203971906915e-12
"24","Cltc",-1.70573992624688,10.5076483489475,53.5758496398122,5.41354211743749e-13,3.61872734125207e-10
"27","Cst3",-2.57744168027245,10.3265607924678,67.4766947483538,1.40891443011912e-12,8.37156081570406e-10
"31","Tmem59l",-1.80629379038159,10.3879995296202,51.6144816743616,8.31862282406005e-12,4.30502148278695e-09
"34","5330434G04Rik",-1.47979629437054,10.8102138181894,46.270557152198,1.85081805963307e-11,8.73313945020392e-09
"35","Atp6v0c",-1.61042271953326,10.8279616344313,46.1218570529969,1.98953274496286e-11,9.11944966498263e-09
"37","Lingo2",-1.65341562000306,10.4637823567575,45.5849500535269,2.58307647330155e-11,1.12000799624802e-08
"39","1700020I14Rik",-1.64712488631125,10.4666114959685,44.9920817373552,3.44703341271481e-11,1.41796812923548e-08
"41","Rab3c",-1.65503119944926,10.5428137574978,44.1700296670016,5.14488950930899e-11,2.01315761945961e-08
"42","Ttc3",-1.2116835068998,11.2295097062323,43.7996428800777,6.1632908078711e-11,2.35423034358753e-08
"44","Uchl1",-1.53081893008941,10.5803160415468,42.8160621873962,9.96134401225833e-11,3.63204186337864e-08
"52","Rbm39",-1.29412400047414,10.8381959970047,39.9487719225275,4.05462362858983e-10,1.23494860321936e-07
"53","Calm1",-1.5583286859261,10.7445245775423,39.9361551107916,4.07980277819774e-10,1.23494860321936e-07
"58","Map1b",-1.28672705667563,11.1979895966136,38.6436769754696,7.69757531261575e-10,2.12917587483266e-07
"59","Srek1",-1.3768264470353,10.6339049241077,38.3715868975999,8.799759190292e-10,2.39278875745516e-07
"60","Gprasp2",-1.52897872357923,10.5577434850085,38.2535993520875,9.32567575183724e-10,2.49353026811208e-07
"62","Chgb",-1.61728841261952,10.5283669934664,37.8897066816252,1.1154792429414e-09,2.88639249911434e-07
"63","Atp1b1",-1.39276907945577,10.7094977322539,37.5734720090952,1.30344900985874e-09,3.3192432484387e-07
"64","Olfm1",-1.50724744087863,10.5943515022633,37.4977164696389,1.35301012380031e-09,3.39161584627005e-07
"71","Actg1",-1.44076415616095,10.5918197910435,35.4892707308193,3.64538900816299e-09,8.20512120741755e-07
"84","Stmn3",-1.34311082154465,10.7089110392282,32.2407513659362,1.82468168989126e-08,3.48492480368161e-06
"121","Lrp1b",-1.20580456834307,10.8778716491002,26.6252991790343,3.02466165249972e-07,4.01030139595479e-05
"129","Gm42418",-1.17624015541718,13.4355846309986,25.4650311613186,5.42604998716639e-07,6.74807131349692e-05
"132","Snrnp70",-1.01413162359794,10.8833826912817,25.0376487864376,6.73203738957045e-07,8.18197544249082e-05
"143","Atp1a3",-1.06190851733369,10.8115494885509,23.914591699902,1.18777018742966e-06,0.000133254525293245
"173","Tmsb10",-1.11363384721615,10.6267085909005,21.7766731070727,3.5165283599359e-06,0.00032610210681186
"178","Grm7",-1.13275664024136,10.5540821333931,21.6662069273933,3.72001364948537e-06,0.000335281904374685
"220","Hsp90aa1",-1.0053636881068,10.7073996298385,19.2874248872868,1.25475110668913e-05,0.000912091758319947
"253","Ckb",-1.02514245495853,10.7241912803356,18.1260566373359,2.27923557027922e-05,0.00144528759897192
"416","C230004F18Rik",-0.66509757758319,11.2488480955178,13.6170079899773,0.000237281560430851,0.00915074056248111
