"","X","logFC","logCPM","F","PValue","FDR"
"1","Mid1",-3.53406911718505,9.08095842935683,588.60426269574,3.2803221856797e-115,5.64773070708475e-111
"2","AC149090.1",-1.77631044246659,10.6616123253482,390.428080137612,4.99486206352794e-80,3.53209568351778e-76
"3","Arc",-3.21464079129527,9.37992600957972,389.93646897946,6.15454902163753e-80,3.53209568351778e-76
"4","Fos",-3.16934339235323,9.06881489116306,340.071343084337,1.20187439468487e-70,5.17316786332234e-67
"5","Btg2",-2.78274512864516,9.04355110433679,282.156571342427,1.29010366367312e-59,4.44234295549203e-56
"6","Gm47283",-2.42958458824223,9.0170948726824,263.587778543501,2.64627524341969e-52,7.5934868109928e-49
"7","Dusp1",-2.44088868409444,8.94507786106919,241.982289787189,1.72292794661013e-47,4.23766435096952e-44
"8","Junb",-2.28960944084059,9.51861765508541,181.921720739498,7.18571095572382e-40,1.54645481905871e-36
"9","Npas4",-2.31551931650423,9.19560609065201,177.421368904191,5.8042322685264e-39,1.1103496329691e-35
"10","Egr1",-1.6109383930637,9.67061494753485,153.416818483498,4.31577931437187e-34,7.43047724555406e-31
"12","Dusp6",-1.61793964129046,9.12316480344369,107.708388024546,1.1676511932056e-24,1.67528754945174e-21
"13","Nr4a1",-1.56046730927712,9.16053277486351,102.484020451128,1.44317774397946e-23,1.91132240139187e-20
"18","mt-Co1",1.53510573048956,9.08092128313847,63.008004768342,1.03667560412368e-14,9.91580215344298e-12
"22","Ctxn1",0.783762876018916,9.65285305120701,47.6942899515691,6.52439050179807e-12,5.10592869406624e-09
"25","Prkcg",0.991563493990466,9.29037846859682,45.7625196358316,1.71234303242693e-11,1.17925639957178e-08
"26","Gapdh",0.76597730286522,9.79968038409636,44.4867208235539,3.24142298926675e-11,2.14644536946945e-08
"28","H3f3b",0.858352141941851,9.35619920940204,42.0271935999667,1.11158059829461e-10,6.83502970029941e-08
"30","Malat1",0.311706452425787,15.9742577992086,41.094256077602,1.77533464619004e-10,1.01886455344846e-07
"34","Mdh1",0.856680483359247,9.26909660354819,38.4155201413076,6.82623332053979e-10,3.4566840905804e-07
"36","Chn1",0.544907736281766,10.2567351651282,36.7421622119643,1.58632470187707e-09,7.5865978867271e-07
"45","Arhgef9",0.613442731036384,9.69451565034894,33.1997928064223,9.50447039788242e-09,3.63641037422981e-06
"48","Selenow",0.717235664531647,9.46426154092705,32.1468123783302,1.62068510413875e-08,5.70943453040782e-06
"58","Baiap2",0.566158693031315,9.78265996137023,29.7514472834368,5.47198210787216e-08,1.62432958536612e-05
"62","Eno1",0.709760706978674,9.37253353745142,28.6439897968503,9.61757587646842e-08,2.67073877201866e-05
"63","Hecw2",0.782373752650516,9.31216437017528,28.5743718536833,9.96495791579533e-08,2.72328064184521e-05
"68","Frmd4a",0.619519677161001,9.49837154708234,26.6281167132903,2.69123653757721e-07,6.81397345109807e-05
"69","Erc2",0.564294890003679,9.7457203629825,26.3832191248756,3.050285546479e-07,7.48590758481235e-05
"72","Calm2",0.601886563209068,9.69978892318944,26.3324454047871,3.13054159323046e-07,7.48590758481235e-05
"77","Cox8a",0.630397176075562,9.50938642100915,25.7748247069093,4.16441936813651e-07,9.31153354041639e-05
"88","1110008P14Rik",0.676501625726466,9.35592015227934,24.3862653908793,8.48593373835328e-07,0.000166025364969578
"90","Mast3",0.644422122780364,9.39670284991766,24.1406895883583,9.62621997763664e-07,0.000184149588172189
"93","Nrgn",0.502424504326504,10.0851942293606,23.4227513203696,1.39213857935417e-06,0.000257725267964954
"102","Plcb1",0.456957462051626,10.0261467250212,22.5369676040391,2.1962580422213e-06,0.000370715438362001
"104","Pdlim7",0.530189096516429,9.68147561701052,22.3723157878673,2.39071676120979e-06,0.00039557892675004
"105","Dgkb",0.652897099015849,9.42088696539379,22.3393436248,2.43168865632156e-06,0.00039557892675004
"110","Rasgrp1",0.579577237022661,9.51738189905635,21.9309161355484,3.00168736940086e-06,0.000469818649445223
"113","Numb",0.552734770213386,9.5843741523943,21.73038297311,3.32889148577809e-06,0.00050719933372249
"131","Nptxr",0.546889896792164,9.63595404957746,20.0643067596326,7.87805526346664e-06,0.0010353929577947
"182","Rbfox1",0.511224170308042,9.51254543484295,17.1807995569561,3.52947547541588e-05,0.00333884501429864
"252","9530059O14Rik",0.42000948018784,9.99301609306347,14.7086252655952,0.000129059468815895,0.00881752728017167
