"","X","logFC","logCPM","F","PValue","FDR"
"1","Mid1",-3.40267378045629,9.52099829247298,691.742110740313,2.94872089027849e-114,5.13313332579679e-110
"2","Arc",-3.18166073708334,9.90799041930165,468.605279294702,3.15976797671577e-96,2.7502620469334e-92
"3","Fos",-2.96506015449697,9.48739985311101,416.58424595084,1.89989042155631e-86,1.10244308194841e-82
"4","Btg2",-2.92001374921243,9.48539935926749,455.017223424262,8.43525300822651e-85,3.67102210918018e-81
"5","AC149090.1",-1.83103150485522,10.8367201564709,301.337804186039,3.38662459129192e-64,1.17908721770419e-60
"6","Gm47283",-2.45913038773959,9.52312050466154,333.174903513747,1.23959919095113e-59,3.59649045267954e-56
"7","Junb",-2.61760059545304,9.80046549273087,260.255400145736,4.65429410910907e-56,1.15745645501958e-52
"8","Dusp1",-2.19355163334658,9.45414317459866,277.51068764642,6.36882550917983e-47,1.38585643079753e-43
"9","Cyr61",-2.38889836897693,9.4095925668145,270.59689729383,4.71773858947336e-41,9.1251548183947e-38
"10","Npas4",-1.96103861435828,9.59801032441347,169.670177182874,1.05948192538066e-37,1.84434613570265e-34
"11","Egr1",-1.6631446047877,10.0457755832835,154.816762473506,1.23797171237949e-34,1.95914650628201e-31
"13","Nr4a1",-1.46131315233367,9.56468956573207,109.831437993219,3.10056762129262e-25,4.15189855011246e-22
"21","mt-Co1",1.40840829996845,9.52881137299863,79.2119616423011,3.86856884760102e-16,3.20685935709707e-13
"22","Hecw2",0.944858833095991,9.71358025053663,52.0861717950928,6.80637838559102e-13,5.38570158801675e-10
"34","Gm26917",-0.638899365754698,10.8841424986229,32.7235955265181,1.17462198533803e-08,5.87384537993986e-06
"40","Auts2",-0.632133456050147,10.0320594382935,29.2005715293456,7.07356015088878e-08,3.0784133776668e-05
"45","Nrgn",0.646781329238752,10.0071448745449,28.1021579456561,1.24018465041509e-07,4.79758542098352e-05
"85","Dst",-0.393162448278274,10.5196634857693,19.3905345257814,1.10519999339213e-05,0.00226344958646709
"220","Pbx1",-0.414744864971853,10.3823708013003,12.4270950822869,0.000429922244106392,0.0340185746609276
