"","X","logFC","logCPM","F","PValue","FDR"
"1","Mid1",-3.73120142296102,9.24801636280782,620.578479580768,2.60738667412581e-121,4.51260411690953e-117
"2","Arc",-3.37540887564442,9.62072428278065,452.493784301419,1.01667906431648e-91,8.79783228306268e-88
"3","Fos",-3.34636829171143,9.19230666594007,392.296102804988,1.13840180472022e-80,6.56744001143096e-77
"4","AC149090.1",-1.73812081811324,10.8301938529646,328.095183225275,1.32933654032978e-68,5.75170687587189e-65
"5","Dusp1",-2.79645663907303,9.17681775070901,299.333773533551,4.25446425580986e-63,1.47264025750602e-59
"6","Junb",-2.57058784321209,9.53534227949462,219.611549347958,1.68732097688027e-47,4.86707735781113e-44
"7","Btg2",-2.33607690407671,9.10865859646942,256.193875966464,7.71012278533323e-44,1.90627278636803e-40
"8","Gm47283",-2.06084218661601,9.19674736345753,189.869282595959,4.43117988561567e-39,9.58630378504379e-36
"9","Egr1",-1.8291369965302,9.80190427872602,172.636290047094,4.62512647214219e-38,8.89411820592944e-35
"10","Bhlhe40",-1.69912070449173,9.19890356671492,128.497079984545,5.17299026275817e-29,8.95289424775557e-26
"13","Npas4",-1.85268439734124,9.33421790120352,117.549603808805,9.70288156463216e-27,1.29175208645453e-23
"14","Egr4",-1.72688965780337,9.14596029931763,115.503486302368,2.58880453540579e-26,3.20031714959058e-23
"16","Nr4a1",-1.40062808777325,9.33349525121399,92.0828400817704,2.10307125133217e-21,2.27486588417537e-18
"19","Cpne9",1.45073108976499,9.20518203331228,79.6365579427899,9.0535084841102e-19,8.24679322813133e-16
"21","mt-Co1",1.54932921989837,9.21941174064253,69.9280525457142,5.35877510117832e-16,4.41639622267111e-13
"22","Hecw2",1.04886305431248,9.37168900413124,56.1028412876668,9.78754088527457e-14,7.69968045915668e-11
"24","Ptprk",1.06459225893718,9.5596408337627,52.1398531100656,7.0178255153814e-13,5.06072942477941e-10
"26","Ctxn1",0.852898058887969,9.62454786042121,49.3322314227801,2.84366273473888e-12,1.8928950365433e-09
"30","Malat1",0.400854184385449,16.034460935127,43.5826747078821,5.04291174105555e-11,2.90925578341495e-08
"33","Rph3a",0.925231075288136,9.46892974723708,42.7712471067688,7.57581897661464e-11,3.97317269782635e-08
"35","Ptn",0.956192567837375,9.44953174362318,41.8687484110953,1.19171120604243e-10,5.89284166942182e-08
"38","Etv1",-0.937948548157997,9.71337611635191,40.771781317027,2.06791197851984e-10,9.41825068743234e-08
"42","Ntng1",-0.990760975611623,9.61605790209789,38.2179418776247,7.47804423766523e-10,3.08148837193505e-07
"54","Numb",0.710377626178726,9.61541469271012,33.2807240914868,9.06505590230997e-09,2.90535041669034e-06
"55","Stx1a",0.690978331447038,9.73427415804827,33.061552085469,1.01301692342599e-08,3.18768798067882e-06
"59","Cadm2",0.544681902519238,10.4296426985394,32.2585674501195,1.52226272645775e-08,4.46539000115327e-06
"60","Tmem191c",0.646646278050483,9.78148984875659,32.0385087408793,1.70213154969039e-08,4.90979845508193e-06
"64","Tmem91",0.893147124543257,9.41444625081145,30.4949227914447,3.72914718895118e-08,1.00844297498716e-05
"65","Cacng3",0.717078109137879,9.55121246789972,30.0778623327625,4.61064672370909e-08,1.22763788995743e-05
"66","Sh3gl2",0.664441986224437,9.66361294855361,29.8219478817605,5.25211547555817e-08,1.37724791720432e-05
"70","Apba2",0.61656726401998,9.71970196441542,29.0428406340156,7.81069942811937e-08,1.93113964289231e-05
"71","Nrgn",0.651549234712563,9.79462917366145,28.9020094219737,8.39200136398962e-08,2.0456389803742e-05
"75","Peg3",-0.584645149507657,10.657083690554,27.9945100343272,1.33325615761964e-07,3.07662190932308e-05
"80","Nfib",-0.715096357801957,9.85819573400163,27.1068098111523,2.09819180660893e-07,4.53917569962259e-05
"84","Lrrtm4",-0.723746241436487,9.68274922820311,26.5025482586776,2.8579612300863e-07,5.82354975101597e-05
"86","Hcn1",-0.76142030880186,9.7470410426,26.1138275635786,3.48710075227e-07,7.01758752552755e-05
"87","Rtn4",0.578235013336068,9.67109417126581,25.5205964333163,4.72543890573574e-07,9.40036449903085e-05
"92","Gpm6b",0.490441419096655,10.2116421876143,24.8303337429221,6.73252436150184e-07,0.000126651955570122
"96","Gm26917",-0.599968026352503,10.8706010503567,24.412266498573,8.34416114922111e-07,0.000150429580218302
"112","Pdlim7",0.535625281484707,9.76864369962072,22.7738283651474,1.9380741155465e-06,0.000299484363551458
"117","Erc2",0.567238036551118,9.76264001369463,22.3960678966195,2.35462689432652e-06,0.000348303655214608
"122","Fbxw7",0.483398491744038,10.0405373484566,21.8353948892102,3.14439799669787e-06,0.000446066361711885
"125","Ano3",0.59942660803392,9.65407869671515,21.6550518777952,3.45123444244646e-06,0.000477844115963366
"145","Baiap2",0.504527055977412,9.79760580761918,19.7692298127876,9.15835570202154e-06,0.00108945127365913
"179","Dlgap2",0.42682559081058,10.1168185819156,17.72628531811,2.6501118700403e-05,0.00255547444228751
