"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0050708","regulation of protein secretion",139,5,0.96,"0.0026"
"2","GO:0009749","response to glucose",91,4,0.63,"0.0035"
"3","GO:1905244","regulation of modification of synaptic structure",14,2,0.1,"0.0041"
