"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0061809","NAD+ nucleotidase, cyclic ADP-ribose generating",3,2,0.07,"0.0017"
"2","GO:0050135","NAD(P)+ nucleosidase activity",3,2,0.07,"0.0017"
"3","GO:0046873","metal ion transmembrane transporter activity",196,12,4.77,"0.0029"
