"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0005516","calmodulin binding",107,18,3.82,"3.2e-08"
"2","GO:0005249","voltage-gated potassium channel activity",43,9,1.53,"1.6e-05"
"3","GO:0030552","cAMP binding",12,5,0.43,"3.6e-05"
"4","GO:0004117","calmodulin-dependent cyclic-nucleotide phosphodiesterase act...",3,3,0.11,"4.5e-05"
"5","GO:0048101","calcium- and calmodulin-regulated 3',5'-cyclic-GMP phosphodi...",3,3,0.11,"4.5e-05"
