"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0005509","calcium ion binding",234,61,32.5,"3.8e-07"
"2","GO:0005516","calmodulin binding",107,32,14.86,"1.2e-05"
"3","GO:1904315","transmitter-gated ion channel activity involved in regulatio...",29,12,4.03,"0.00026"
