"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0007626","locomotory behavior",161,17,5.72,"5.3e-05"
"2","GO:0071277","cellular response to calcium ion",53,9,1.88,"8.9e-05"
"3","GO:1905477","positive regulation of protein localization to membrane",60,9,2.13,"0.00024"
"4","GO:0099560","synaptic membrane adhesion",27,6,0.96,"0.00030"
"5","GO:0140029","exocytic process",64,9,2.28,"0.00039"
