"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:1904315","transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential",29,11,2.37,"8.6e-06"
"2","GO:0005234","extracellularly glutamate-gated ion channel activity",6,5,0.49,"2.0e-05"
"3","GO:0005509","calcium ion binding",234,38,19.09,"2.7e-05"
