"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Syt1",1.16213170929104e-140,0.773146497562417,1,1,2.01804171318388e-136
"Calm1",3.88237970801129e-103,0.758858176773606,1,1,6.74175236296161e-99
"Map1b",1.81353342348203e-80,0.645005469173607,1,1,3.14920078987654e-76
"Atp6v0c",5.3542724689196e-75,0.582929342739534,1,1,9.29769414227889e-71
"Actg1",4.89755332739866e-67,0.524878002610449,1,1,8.50460135302776e-63
"Snrnp70",2.64231337292558e-59,0.458983924284321,1,1,4.58837717208526e-55
"AC149090.1",3.41447897795209e-58,0.50887280007668,1,1,5.9292427452138e-54
"Hnrnpa2b1",9.83035032244999e-53,0.455018988509559,1,1,1.70704033349344e-48
"Lrp1b",4.81072194998002e-51,0.48225002443119,1,1,8.3538186661403e-47
"Plk2",5.96215969237113e-47,0.431159196789768,1,1,1.03532903058025e-42
"Actb",1.33964907477455e-45,0.435931049648113,1,1,2.326300618346e-41
"Rbm39",1.03172513095557e-43,0.382060768952407,1,1,1.79159068990435e-39
"Ttc3",2.57460789207979e-41,0.375293446968588,1,1,4.47080660459656e-37
"Pea15a",3.34739595172959e-41,0.408121702493751,1,1,5.81275307017843e-37
"Pdlim7",2.25900800761535e-40,0.400371764169277,1,1,3.92276740522405e-36
"Oaz1",1.3720626031773e-38,0.399324713616603,1,1,2.38258671041738e-34
"Ckb",1.20533982636099e-36,0.39562495633494,1,1,2.09307260847587e-32
"Olfm1",7.06426890550974e-35,0.354601492961756,1,1,1.22671029544177e-30
"2900055J20Rik",1.49237112392868e-33,0.360896885297223,1,1,2.59150245670216e-29
"Rpl8",1.46115975161128e-31,0.357785907496216,1,1,2.53730390867299e-27
"Uchl1",1.54187903951827e-31,0.3453947144445,1,1,2.67747295212348e-27
"Cx3cl1",6.67051343265647e-30,0.330527903659443,1,1,1.1583346575808e-25
"Ddx5",2.01722932547387e-29,0.315768532301132,1,1,3.50291872368537e-25
"Prrc2c",1.18727393507764e-28,0.3191446490313,1,1,2.06170118826233e-24
"Camk2d",1.19595263976186e-28,0.331122982408553,1,1,2.07677175894647e-24
"Ube2b",1.24598512591866e-28,0.333604424132455,1,1,2.16365317115776e-24
