"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Sst",3.02688201229227e-96,1.44827946644962,1,1,5.25618061434553e-92
"Calm1",1.95360030318542e-44,0.559084939590883,1,1,3.39242692648148e-40
"Atp6v0c",1.60144152339522e-37,0.512842843955441,1,1,2.78090320537579e-33
"Syt1",3.19027651366843e-37,0.542809205220066,1,1,5.53991516598523e-33
"Hnrnpa2b1",1.93979206022165e-35,0.463600727049363,1,1,3.36844891257489e-31
"Actb",7.37484455049534e-35,0.469957300731925,1,1,1.28064175619352e-30
"AC149090.1",7.12020780326122e-33,0.439902154054606,1,1,1.23642408503631e-28
"Snrnp70",6.19347145311996e-30,0.410871656920853,1,1,1.07549631783428e-25
"Ttc3",1.03808304051188e-29,0.395807834173134,1,1,1.80263119984888e-25
"Actg1",2.30065943673888e-29,0.419219853065104,1,1,3.99509511189707e-25
"Ckb",3.42911827584808e-26,0.403325606980008,1,1,5.95466388601019e-22
"Oaz1",3.03471669473961e-24,0.389686818256649,1,1,5.26978554041534e-20
"Map1b",4.15545916121893e-24,0.420000066088272,1,1,7.21595483345668e-20
"5330434G04Rik",3.99875461385045e-22,0.339540430744813,1,1,6.94383738695131e-18
"Cst3",6.85800236758776e-22,0.376874310809441,1,1,1.19089211113162e-17
"Meg3",7.79276351231935e-22,0.426772461092344,1,1,1.35321338391426e-17
"Rpl8",1.87172725111351e-20,0.354220988719574,1,1,3.25025437155862e-16
"Nap1l5",3.44918152970315e-20,0.348056155723615,1,1,5.98950372632953e-16
"Stmn3",1.8155380455211e-19,0.33436672619925,1,1,3.15268181604739e-15
"Atp5g3",4.54694817730553e-19,0.3409796396551,1,1,7.89577550989105e-15
"Tmem59l",1.51621333043357e-18,0.334952526990298,1,1,2.63290444829789e-14
"Slc25a4",2.02653748264611e-18,0.332861414088904,1,1,3.51908233861498e-14
"Rbm39",8.7588509116166e-18,0.306202782634637,1,1,1.52097446080222e-13
"C130073E24Rik",4.72071861410085e-16,0.310123866210239,1,1,8.19752787338612e-12
"Gprasp2",1.21842141865791e-15,0.290601951294694,1,1,2.11578879349947e-11
"Gad1",7.08655431583058e-15,0.308158845871058,1,1,1.23058015694398e-10
"Uchl1",1.09570934115958e-14,0.285507469068301,1,1,1.90269927092361e-10
"Hap1",1.46359390026374e-14,0.291503966571427,1,1,2.54153080780799e-10
"Atp1b1",8.46530602651159e-14,0.275981433159821,1,1,1.47000039150374e-09
"Ly6h",6.58604560001724e-13,0.274118439651997,1,1,1.14366681844299e-08
"Sncb",8.18014313013407e-13,0.270463800538584,1,1,1.42048185454778e-08
"Chd3os",1.49253788384024e-12,0.270556009092936,1,1,2.59179203528858e-08
"Rtn3",2.9879130815645e-12,0.246760864903883,1,1,5.18851106613675e-08
"Cd81",8.7929138861665e-12,0.258857872529896,1,1,1.52688949633281e-07
"Nptn",9.85357894431151e-12,0.253093347874599,1,1,1.71107398367969e-07
"Gprasp1",1.02288939578828e-11,0.24064183855083,1,1,1.77624743578634e-07
"Pgrmc1",1.5219624879219e-11,0.257471598721984,1,1,2.64288786027638e-07
"Rtn1",2.85610359627022e-11,0.239225226287071,1,1,4.95962389492324e-07
"Srek1",1.06619389661471e-10,0.238344968707244,1,1,1.85144570147144e-06
"Rab3c",1.29749423871967e-10,0.236915867348743,1,1,2.25309874553671e-06
"Tmeff2",2.15050581423755e-10,0.240577220664458,1,1,3.7343533464235e-06
"Lrp1b",2.45835516197991e-10,0.243104668932678,1,1,4.26893373877812e-06
"C230004F18Rik",2.78731291632231e-10,0.227655430276876,1,1,4.8401688791937e-06
"Grik2",3.14744973046976e-10,0.233345715630979,1,1,5.46554645696075e-06
"Spock3",4.26995987779783e-10,0.237345558870376,1,1,7.41478532779593e-06
"Usp11",8.48359718694996e-10,0.232344134114883,1,1,1.47317665151386e-05
"G3bp2",1.05678399530944e-09,0.228618005974728,1,1,1.83510540785484e-05
"Hspa5",1.6793255316483e-09,0.222843982116756,1,1,2.91614878570727e-05
"Dnm3",1.73436472356234e-09,0.222591426124176,1,1,3.011724342466e-05
"Pdlim7",2.87275968005619e-09,0.22536960854923,1,1,4.98854718441757e-05
"Hsp90aa1",3.52349706397494e-09,0.213821892317581,1,1,6.11855265159249e-05
"Prpf4b",3.63279788379521e-09,0.217343468010313,1,1,6.30835352521038e-05
"Ddx5",7.5949156923341e-09,0.209406639831423,1,1,0.000131885710997382
"Rbfox1",1.09083772142197e-08,0.205855068794656,1,1,0.000189423970324925
"Ube2b",1.74117545966144e-08,0.210918402275602,1,1,0.00030235511857021
"Cltc",2.53733217933974e-08,0.208258939979732,1,1,0.000440607732942346
"Ntrk2",2.96341181057668e-08,0.198267811735809,1,1,0.00051459646090664
"Syngr3",2.97812206527276e-08,0.211470138829548,1,1,0.000517150896634615
"Peg3",3.46172818557381e-08,0.225050942050968,1,1,0.000601129099424893
"Cox4i1",5.16753249376159e-08,0.202816728718169,1,1,0.000897342017541701
"Tmem59",7.17243577726904e-08,0.205906416216955,1,1,0.00124549347272277
"Caly",7.34706311311022e-08,0.195821210925573,1,1,0.00127581750959159
"Kmt2e",1.2473335521304e-07,0.198603627532846,1,1,0.00216599471327444
"Grm5",1.5238359999369e-07,0.186745744288718,1,1,0.00264614121389042
"Rbm25",1.71858507330109e-07,0.191849289650692,1,1,0.00298432297978735
"Cntn5",2.23569865910134e-07,0.19360082566099,1,1,0.00388229072152948
"Gad2",2.84430442004102e-07,0.191326498537141,1,1,0.00493913462540123
"Pcdh7",2.89310564078716e-07,0.192811605159421,1,1,0.0050238779452269
"Hsp90b1",3.05137139817053e-07,0.187015313550232,1,1,0.00529870643292313
"Srrm2",3.67361571630245e-07,0.179891278895953,1,1,0.00637923369135921
"Slc22a17",3.77856065083408e-07,0.18584327550211,1,1,0.00656147057017338
"Slc25a3",4.04724718792706e-07,0.190920293501442,1,1,0.00702804474183533
"1700020I14Rik",4.08453042254148e-07,0.191276372090623,1,1,0.00709278707874328
"Itm2c",4.47284778405865e-07,0.188593855604148,1,1,0.00776710017701785
"Zwint",4.53207188618928e-07,0.183490499247714,1,1,0.00786994283036769
"Rreb1",4.91977883422611e-07,0.191834716629376,1,1,0.00854319594563363
"Rrp1",4.96668757257023e-07,0.191163131965976,1,1,0.00862465296976821
