"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Syt1",2.60871902245727e-126,0.703909394978387,1,1,4.53004058249705e-122
"Calm1",7.69934579179913e-93,0.62697391583,1,1,1.33699139674592e-88
"AC149090.1",1.21310542471041e-83,0.566777333124705,1,1,2.10655757000962e-79
"Map1b",3.04904226452175e-81,0.594525707888288,1,1,5.29466189234201e-77
"Atp6v0c",3.22419061892409e-70,0.530736947435896,1,1,5.59880700976168e-66
"Actg1",2.08931988750337e-67,0.481868383232913,1,1,3.62810398464961e-63
"Actb",5.4211856294905e-61,0.463464915583881,1,1,9.41388884561025e-57
"Ttc3",8.38750353409804e-54,0.409639238725825,1,1,1.45648998869612e-49
"Hnrnpa2b1",8.50022864823049e-53,0.423999613096611,1,1,1.47606470476522e-48
"Prkcg",1.24964028037238e-48,0.405317751228536,1,1,2.17000034686663e-44
"Snrnp70",5.42953220491404e-47,0.381710136596498,1,1,9.42838267383324e-43
"Rbm39",7.27010946382271e-42,0.353586963998292,1,1,1.26245450839281e-37
"Pdlim7",4.69692327902059e-41,0.376406467429922,1,1,8.15620727401925e-37
"Uchl1",4.81123872415759e-40,0.365440753670576,1,1,8.35471604449966e-36
"Rpl8",2.1877763477413e-39,0.374187708218416,1,1,3.79907362785277e-35
"Lrp1b",4.55488763373799e-38,0.392873886035497,1,1,7.90956237598601e-34
"Stmn3",2.55304523617802e-36,0.343994841746158,1,1,4.43336305262313e-32
"Olfm1",4.0396623114529e-35,0.339463813196982,1,1,7.01487360383796e-31
"Plk2",1.01409315682114e-34,0.345109397076662,1,1,1.76097276681992e-30
"Oaz1",4.27964514437013e-33,0.341777663852374,1,1,7.43160379319873e-29
"Cpne7",7.31154892125653e-32,0.352489489252668,1,1,1.2696504701762e-27
"Nnat",2.21772965607378e-31,0.454079065400116,1,1,3.85108754777211e-27
"Srek1",5.00437798666529e-31,0.317339097134067,1,1,8.69010237384428e-27
"Eef1a1",7.00175519922298e-31,0.310996847141984,1,1,1.21585479034507e-26
