"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0005667","transcription regulator complex",201,2,0.31,"0.037"
"2","GO:0099061","integral component of postsynaptic density membrane",36,1,0.06,"0.054"
"3","GO:0099146","intrinsic component of postsynaptic density membrane",38,1,0.06,"0.057"
