"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0004667","prostaglandin-D synthase activity",2,1,0,"0.00086"
"2","GO:0005501","retinoid binding",5,1,0,"0.00216"
"3","GO:0005520","insulin-like growth factor binding",11,1,0,"0.00475"
