"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0004351","glutamate decarboxylase activity",2,2,0.03,"0.00018"
"2","GO:0031492","nucleosomal DNA binding",5,2,0.07,"0.00176"
"3","GO:0032561","guanyl ribonucleotide binding",184,8,2.48,"0.00327"
"4","GO:0016208","AMP binding",7,2,0.09,"0.00362"
"5","GO:0003729","mRNA binding",202,8,2.73,"0.00575"
