"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Time_point","SYMBOL"
"Zfp2602",0.0238880941019559,7.96171923332425,0.181488570323146,0.856160752682751,0.971688908034792,-5.59610805375952,"P150","Zfp2602"
"Wsb12",-0.0238673172414519,8.68265029021916,-0.145019333917137,0.884835965849968,0.975218034838845,-5.32860089185361,"P150","Wsb12"
"Gm143992",0.0238599481947057,7.61097874177276,0.283456897957686,0.777108412499178,0.945793113288369,-5.88109379462836,"P150","Gm143992"
"Sirt52",-0.023824918133756,7.79158667459166,-0.226887769207471,0.82073373786017,0.962650616186309,-5.72855486107662,"P150","Sirt52"
"Dync1i22",0.0238194028669199,8.56562000304251,0.144204382957081,0.885478634455898,0.975221335601252,-5.34830553476763,"P150","Dync1i22"
"Rimklb2",0.0237877248610481,7.58903117150207,0.333293596660004,0.739248235952829,0.934329079655397,-5.88512053616549,"P150","Rimklb2"
"Cys12",0.0237699932547644,7.59953417706108,0.330603751298211,0.741276429826087,0.934717835695061,-5.87940475302683,"P150","Cys12"
"Nabp22",-0.0236816833883564,7.6899492845587,-0.216423340671095,0.828869781079104,0.962650616186309,-5.82509483869999,"P150","Nabp22"
"Slit12",-0.0236754269706632,7.59991160265057,-0.283764618750328,0.7768728921845,0.945777112273696,-5.89073530768327,"P150","Slit12"
"Trnt12",-0.0236615510751346,7.81409574420255,-0.206162001265877,0.836865924208345,0.965537209380587,-5.71350144370646,"P150","Trnt12"
"Gm21641",-0.0236518672830659,7.47010221436573,-0.485091371496083,0.628121792597384,0.901484430545443,-5.91704623598157,"P150","Gm21641"
"Neat12",-0.0236327610069624,7.50157763055269,-0.363146012521408,0.716864418721436,0.928814695971137,-5.94361482331636,"P150","Neat12"
"Zfp4072",-0.0236165993055799,7.64780342358537,-0.26822005270766,0.788795628600027,0.951108108866025,-5.85186578423657,"P150","Zfp4072"
"Casp32",-0.0235885177946056,7.50579595410785,-0.36711192845433,0.713908572121488,0.927460407593948,-5.93740695637758,"P150","Casp32"
"Tmem1302",-0.0235638441933528,8.82042470139274,-0.136483141127827,0.891571296034339,0.97677398043797,-5.31626389482873,"P150","Tmem1302"
"Ankrd492",-0.0235003497554702,7.75922633191974,-0.191063488216147,0.848662130719407,0.968651748298234,-5.76389364617299,"P150","Ankrd492"
"Plbd22",0.0234950694574581,7.65481752637242,0.263687830222004,0.792281399703272,0.95154238753403,-5.8452540173026,"P150","Plbd22"
"Shank32",-0.0234636703819806,7.60551082450171,-0.27743779794596,0.781719375791503,0.947690420897059,-5.88058707445009,"P150","Shank32"
"Rasgef1b2",-0.0234578251494613,7.70957230609266,-0.232952775890209,0.816027041818061,0.960709082697175,-5.80178620381598,"P150","Rasgef1b2"
"1600020E01Rik2",-0.0234185140723699,7.58601249486675,-0.314179197421987,0.753699680686207,0.939497161731861,-5.8885813686093,"P150","1600020E01Rik2"
"Sertad22",0.0234060482316707,7.73793512798169,0.203260070590217,0.839130372976673,0.965537209380587,-5.78192485484425,"P150","Sertad22"
"Mpp62",-0.023391515914466,7.76589393788947,-0.2410309911034,0.809768407689614,0.958073497320866,-5.74792082477818,"P150","Mpp62"
