"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Time_point","SYMBOL"
"Stx71",0.015944699892918,7.79800065962301,0.118906357373557,0.905484598264246,0.984054284565255,-5.59368810475233,"P60","Stx71"
"Mtmr121",-0.0159374558109686,7.74640089727615,-0.122169464831692,0.902903621220844,0.983505950884932,-5.61374614978766,"P60","Mtmr121"
"Hif1a1",-0.0159231413377103,8.00383377385409,-0.106039919540832,0.91567094946513,0.986228687951805,-5.52430805878905,"P60","Hif1a1"
"Fn3k1",-0.0158847065705281,7.71985841055519,-0.140153496554878,0.888698322809295,0.981510903561602,-5.62462448734601,"P60","Fn3k1"
"Ube3b1",0.0158131803340362,7.6008978861749,0.13310772252697,0.894259632870536,0.981510903561602,-5.68952825154293,"P60","Ube3b1"
"Ralbp11",0.015792632033655,8.00935081870275,0.0974128339487635,0.922508943507451,0.988848939171208,-5.5225576391426,"P60","Ralbp11"
"Rhot11",-0.0157131625033067,8.00356370169292,-0.0964461536315884,0.923275522468139,0.988899365644546,-5.52464640310634,"P60","Rhot11"
"St71",-0.0156388697498704,7.87305343098681,-0.12581747637901,0.900019427598285,0.98262475945175,-5.5639265410723,"P60","St71"
"Trim411",-0.0156228270163243,7.59305913097131,-0.123352128719163,0.901968439145295,0.983299063463141,-5.69516959034682,"P60","Trim411"
"Fubp11",-0.0155744301754677,9.35612880080168,-0.112440873799027,0.910601465089654,0.98544294192812,-5.42768137845805,"P60","Fubp11"
"Wdr261",0.01554500216284,7.77664238877248,0.116488553174109,0.907397628093678,0.984054284565255,-5.60272885797916,"P60","Wdr261"
"Pced1a1",0.0155381060051791,7.60547076694685,0.126224996956806,0.899697315315201,0.98262475945175,-5.68754977636184,"P60","Pced1a1"
"Htr1f1",-0.0155057878077951,7.73800761277562,-0.123313612191811,0.901998893629362,0.983299063463141,-5.61871841500862,"P60","Htr1f1"
"Chchd11",-0.015404594101633,7.55425744061674,-0.147191863634679,0.883148369775683,0.981510903561602,-5.71545666221823,"P60","Chchd11"
"N4bp2l11",-0.0153977214617109,7.66022892559705,-0.13818961543886,0.890247893484909,0.981510903561602,-5.65509809822924,"P60","N4bp2l11"
"Kansl1l1",0.0153836156475036,7.61126694516031,0.122338237048736,0.902770157588531,0.98350356560321,-5.68474143055751,"P60","Kansl1l1"
"Sirt41",0.0152309326919049,7.7175042227583,0.126056656553472,0.899830372865592,0.98262475945175,-5.62757570126831,"P60","Sirt41"
"1110008P14Rik1",0.0152273081763123,8.14453067094142,0.108271751906779,0.913902959545729,0.98544294192812,-5.48462334928559,"P60","1110008P14Rik1"
"Zfyve261",0.0152070400647846,7.6558322062968,0.107703381371787,0.914353165027113,0.985659555738579,-5.66101625402712,"P60","Zfyve261"
"Sec61g1",-0.0151931861024828,7.50327262564926,-0.162037796630859,0.871461204347808,0.981510903561602,-5.74589361396149,"P60","Sec61g1"
"Map21",-0.0151666916422766,9.47128466722834,-0.116719081107562,0.907215204827232,0.984054284565255,-5.43705378237746,"P60","Map21"
"Ier51",0.015163790988642,7.64917027639619,0.141567586609639,0.887582821659769,0.981510903561602,-5.66067267278014,"P60","Ier51"
"Wdr901",0.0151075676604178,7.57693940893043,0.114943691550098,0.908620247390171,0.98429480819074,-5.70598998276832,"P60","Wdr901"
"Rps181",0.0150490344935363,7.88153523113475,0.0992339496170458,0.92106499376676,0.988088971519786,-5.56400603554005,"P60","Rps181"
"Inpp5f1",-0.0150463631350171,7.66501565291258,-0.101561469298816,0.919219902477304,0.987990963770173,-5.65891619034882,"P60","Inpp5f1"
"Rbms11",-0.0150369113448248,7.86060736247038,-0.121304059126815,0.903588020076657,0.983822329082155,-5.56908566464963,"P60","Rbms11"
"Ndufs31",0.0150228139866133,7.93278740904007,0.0944603930577042,0.924850458302545,0.989292968349407,-5.5440645844643,"P60","Ndufs31"
"Cst31",-0.0149028843099366,8.11142168729354,-0.0907279825611594,0.927811486923997,0.98947676176499,-5.49423092552676,"P60","Cst31"
"Chpt11",0.0148974702467948,7.7936265310214,0.111077892614982,0.911680630627837,0.98544294192812,-5.59575025514119,"P60","Chpt11"
"Sema6d1",0.014834996738518,7.9158654543052,0.0803097878289386,0.936081746689654,0.99083419697639,-5.55352404364562,"P60","Sema6d1"
"B4galt31",-0.0148227258632287,7.58471628647797,-0.134437936208467,0.893209269914018,0.981510903561602,-5.69816952663496,"P60","B4galt31"
"Thnsl11",-0.0148112713193287,7.70223013759221,-0.11638599821813,0.907478784311445,0.984054284565255,-5.6345564282948,"P60","Thnsl11"
"Syncrip1",-0.0147918281278496,8.04704624534661,-0.0851847190459001,0.932210966197488,0.989755197335643,-5.51080323377245,"P60","Syncrip1"
"Slc30a31",0.0147537122264509,7.93154278132278,0.0998692429255319,0.920561335681121,0.98808675170816,-5.54308259064168,"P60","Slc30a31"
"Trappc91",0.0147294917732603,7.82261881655561,0.109561652515803,0.912881334716271,0.98544294192812,-5.58448240824166,"P60","Trappc91"
"Phb1",0.0146876334170942,7.49928587426855,0.135668323051214,0.892237900293114,0.981510903561602,-5.75360620998845,"P60","Phb1"
"Fkbp21",-0.0146438631454249,7.98745866199142,-0.0947787138020108,0.924597973294759,0.989292968349407,-5.52476417984067,"P60","Fkbp21"
"Tmem59l1",0.0146099925170589,8.4659335607878,0.0869627408731705,0.930799583199988,0.989755197335643,-5.43077736420028,"P60","Tmem59l1"
"Ambra11",0.0145813700278588,7.91097154069775,0.0990202793720572,0.92123439789897,0.988101375670592,-5.55352567256776,"P60","Ambra11"
"Hap11",0.0145755741032705,7.99981733997255,0.0787285514961402,0.937337607775092,0.991043375310611,-5.52064089108171,"P60","Hap11"
"Tet21",-0.014541827340592,8.05787717090639,-0.10020794400279,0.920292827892574,0.987990963770173,-5.51019470316964,"P60","Tet21"
"Pmepa11",-0.0145213958336443,7.54344689513332,-0.142425304270573,0.886906322637188,0.981510903561602,-5.72292743366649,"P60","Pmepa11"
"Psmb31",-0.0145038165530149,7.62749213482126,-0.111987119920348,0.910960714739993,0.98544294192812,-5.67531768617114,"P60","Psmb31"
"Hras1",0.0144376215467075,7.55342863314597,0.142389855529915,0.886934280123037,0.981510903561602,-5.71672074967805,"P60","Hras1"
"Birc61",0.0143536196662257,9.10560607793503,0.0945520122253461,0.924777787211823,0.989292968349407,-5.41154369177846,"P60","Birc61"
"Ttpal1",-0.0143512380541262,7.54784961065338,-0.147728137981279,0.882725735671663,0.981510903561602,-5.71946976785443,"P60","Ttpal1"
"Ankrd401",-0.0142898911206917,7.6769138978865,-0.116507289604025,0.907382801243308,0.984054284565255,-5.64970270059982,"P60","Ankrd401"
"Tmem251",-0.0142805037075471,7.73994279344332,-0.119585985057032,0.904946958176585,0.984054284565255,-5.61747621434339,"P60","Tmem251"
"Lzts31",-0.0142693390721726,7.6163428599017,-0.109073359238359,0.913268054920651,0.98544294192812,-5.68197438378149,"P60","Lzts31"
