"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Ahi1",1.07725748415637e-09,-0.195593913180172,1,1,1.86182410986745e-05
"Igsf9b",1.09883871619444e-09,-0.172508406208921,1,1,1.89912295319885e-05
"Map1a",1.61564182960214e-09,-0.158541430706841,1,1,2.79231377410138e-05
"Dnm1",1.95813985162732e-09,-0.154916092458459,1,1,3.38425310556749e-05
"Gm26917",2.18659617479798e-09,-0.229469300770099,1,1,3.77909416890335e-05
"Cyfip2",2.87385247226963e-09,-0.15189093945359,1,1,4.9668792278236e-05
"Ndfip2",2.93536692582988e-09,-0.15395323950321,1,1,5.07319465791179e-05
"Camkk2",3.87854287480374e-09,-0.15358520986508,1,1,6.7032856505233e-05
"Ankrd33b",3.9307548225826e-09,-0.154033907834378,1,1,6.79352355986951e-05
"Spock1",4.52085209689563e-09,-0.151994225839489,1,1,7.81338867906472e-05
"Hsp90aa1",5.4738801820838e-09,-0.149612632798754,1,1,9.46050711869543e-05
"Adam23",6.62004074404708e-09,-0.152998640166283,1,1,0.000114414164179366
"Macf1",7.40862087643525e-09,-0.144734354515105,1,1,0.00012804319460743
"Cnksr2",1.24535188698638e-08,-0.148370171885703,1,1,0.000215234166627855
"Dync1h1",1.71454990824091e-08,-0.145308046967714,1,1,0.000296325660641277
"Kif1b",1.87603822148918e-08,-0.140203446241707,1,1,0.000324235685819974
"Etl4",1.89064358657074e-08,-0.163686796696901,1,1,0.000326759931067022
"Cry2",2.05645979719348e-08,-0.148630297631825,1,1,0.00035541794674895
"A830036E02Rik",2.09758248036822e-08,-0.164903618333255,1,1,0.00036252518008204
"Syt1",2.19137964773177e-08,-0.209075168537887,1,1,0.000378736144517482
"Pdzrn4",2.21460248395553e-08,-0.151807687034762,1,1,0.000382749747302034
"Ywhaz",2.40106507112002e-08,-0.144292429818365,1,1,0.000414976076241673
"Itpr1",3.40121919268765e-08,-0.141142422403396,1,1,0.000587832713072207
"Ttc3",3.52169829030078e-08,-0.166470423975876,1,1,0.000608655115512683
"Slc17a7",4.54309382543205e-08,-0.140414130689775,1,1,0.000785182905849421
"Atp6v0b",6.04043630182259e-08,-0.146173011767067,1,1,0.001043968606044
"Sox8",6.85171627850336e-08,-0.14739084045882,1,1,0.00118418212441373
"Pclo",7.86923885388666e-08,-0.136498059252292,1,1,0.00136004055111723
"Enc1",9.06566099920519e-08,-0.141463567385511,1,1,0.00156681819049263
"Ddx17",9.82551216188323e-08,-0.134745145199655,1,1,0.00169814326693828
"Hnrnpll",9.88661329502439e-08,-0.143115824958788,1,1,0.00170870337577907
"Atp1a1",1.11963783497576e-07,-0.13719844801788,1,1,0.00193507007018861
"Cadps",1.26816020342141e-07,-0.134729214115981,1,1,0.00219176127957322
"Atp2b2",1.46959967918403e-07,-0.155588751455535,1,1,0.00253990912553375
"2900055J20Rik",1.67022262038388e-07,-0.15101107240142,1,1,0.00288664575480945
"Thy1",1.78354716427948e-07,-0.138342661814859,1,1,0.00308250456402422
"Schip1",2.42922453290887e-07,-0.134351487640514,1,1,0.0041984287602264
"App",2.88325050798759e-07,-0.126292841149627,1,1,0.00498312185295495
"Phf20l1",3.57841604193749e-07,-0.130676109053839,1,1,0.00618457644528057
"Kcnq1ot1",3.66367230750705e-07,-0.167100108315263,1,1,0.00633192484906443
"Hspa8",3.72361829900605e-07,-0.130587062360951,1,1,0.00643552950617216
"Dusp3",4.21562349776816e-07,-0.135456578404836,1,1,0.00728586209119272
"Gabrg3",4.66859953952835e-07,-0.133109666807029,1,1,0.00806874058416684
"Raph1",4.78077377687434e-07,-0.130868995568291,1,1,0.00826261131857192
"Grin1",5.69874953970181e-07,-0.127861235525879,1,1,0.00984914882946664
"Peg3",6.3216410607256e-07,-0.157652277537303,1,1,0.0109256922452521
"Calm1",6.96624489064752e-07,-0.143643168187027,1,1,0.0120397610445061
"Sptbn1",8.08654302135568e-07,-0.124478683374534,1,1,0.013975972303809
"Cdh10",8.78598932963114e-07,-0.132322552474127,1,1,0.0151848253584015
"Opcml",9.64091890801423e-07,-0.172947620655701,1,1,0.016662400148721
"Calm2",1.06566577267061e-06,-0.1258849947141,1,1,0.0184179015490661
"Hnrnpu",1.10149488350451e-06,-0.129517058354155,1,1,0.0190371360716085
"Clstn1",1.15125666521653e-06,-0.126711760592543,1,1,0.0198971689449372
"Shisa4",1.20962820285156e-06,-0.127287259473817,1,1,0.0209060042298836
"Nptn",1.74198272354285e-06,-0.122579742110497,1,1,0.0301066874109911
"Celf2",1.90214684911764e-06,-0.172494336613871,1,1,0.0328748039933001
"Ntrk2",1.97692526973144e-06,-0.130898538537042,1,1,0.0341671994367685
"Dclk1",2.01114588500899e-06,-0.142068833696998,1,1,0.0347586343306104
"Gm27032",2.27908263510125e-06,-0.121275029457274,1,1,0.0393893851824549
"Mast4",2.70418185654065e-06,-0.118077340147421,1,1,0.046736375026592
