"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"AC149090.1",1.05804809106945e-37,-0.38691308501,1,1,1.82862451579533e-33
"Arc",8.43130137800167e-33,-0.322767106475805,1,1,1.45718181716003e-28
"Cx3cl1",9.71718946387902e-28,-0.279448383567519,1,1,1.67942185504221e-23
"Cck",2.39236386892547e-20,-0.261916606298109,1,1,4.13472247466389e-16
"Atp1a3",2.50270506679361e-19,-0.249471681937322,1,1,4.32542516693939e-15
"Hsp90ab1",1.00829769336442e-18,-0.232930878696058,1,1,1.74264090344173e-14
"Sorbs2",1.69885231849306e-18,-0.288760387984975,1,1,2.93612646205156e-14
"Ckb",4.39127586936852e-17,-0.210460142488367,1,1,7.58944208502962e-13
"Olfm1",1.3948412924683e-14,-0.204517747106127,1,1,2.41070420577295e-10
"Ywhag",1.66431467230271e-14,-0.194095610721676,1,1,2.87643504814077e-10
"Atp6v0c",2.38867983442131e-14,-0.194412125528867,1,1,4.12835535783034e-10
"Dst",4.60140102493806e-14,-0.187885242869886,1,1,7.95260139140044e-10
"Col12a1",8.43687931074895e-14,-0.202349959155927,1,1,1.45814585127674e-09
"Rtn3",1.04825893220635e-13,-0.188287233962113,1,1,1.81170591253224e-09
"Map1b",4.162075381615e-13,-0.206628328475225,1,1,7.19331488204521e-09
"Akap6",1.11155864296813e-12,-0.182244927794814,1,1,1.92110680264181e-08
"Rtn1",1.88190297940038e-11,-0.198280077632388,1,1,3.25249291929767e-07
"Hmgcr",2.5115337096812e-11,-0.179045066615535,1,1,4.34068371044203e-07
"Gapdh",3.28595754264033e-11,-0.17292797556247,1,1,5.67912042094528e-07
"Rsrp1",5.80284670337141e-11,-0.176922740885381,1,1,1.00290599574368e-06
"Sptan1",6.80825176239819e-11,-0.16552020961259,1,1,1.17667015209528e-06
"Malat1",1.08906116944962e-10,-0.239031858198705,1,1,1.88222441915978e-06
"Mycbp2",1.2359982848444e-10,-0.171697536385754,1,1,2.13617583569657e-06
"Fam131a",1.76619743228083e-10,-0.168096881849253,1,1,3.05251902221095e-06
"Kif5c",2.01974525770814e-10,-0.163706939146521,1,1,3.49072572889698e-06
"Chgb",3.49857966910405e-10,-0.186026257380272,1,1,6.04659524211253e-06
"Syt11",3.84783778672624e-10,-0.154955258514717,1,1,6.65021804679897e-06
"AY036118",4.14322246439602e-10,-0.228105790672846,1,1,7.16073138521564e-06
"Lsamp",4.531322675532e-10,-0.173443695648924,1,1,7.83148498012196e-06
"Lrp1b",4.71209786345144e-10,-0.19150550124611,1,1,8.14391873740312e-06
"Junb",6.46593610861863e-10,-0.168366038601204,1,1,1.11750773765256e-05
"Actb",7.70020197897369e-10,-0.156503546561309,1,1,1.33082590802602e-05
"Mical2",8.46010307445393e-10,0.158518507421445,1,1,1.46215961435787e-05
"Rbfox1",9.3722607951948e-10,-0.161821839885773,1,1,1.61980783323352e-05
