"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Syt1",1.1063427500961e-31,0.650032735613743,1,1,1.92116418554188e-27
"AC149090.1",1.46691850092833e-21,0.48024125098478,1,1,2.54730397686204e-17
"Calm1",1.26097101119142e-18,0.443628289358777,1,1,2.1896761609339e-14
"Ttc3",1.26950910472748e-18,0.411951437018733,1,1,2.20450256035927e-14
"Map1b",5.72368144444471e-18,0.456488703083334,1,1,9.93917282827824e-14
"Atp6v0c",1.14342131660305e-16,0.421110515824924,1,1,1.9855511162812e-12
"Hnrnpa2b1",4.20029150640577e-14,0.37191119613017,1,1,7.29380620087362e-10
"Actb",9.22716393067125e-14,0.365100892023702,1,1,1.60229701656106e-09
"Lrp1b",1.72719353296923e-13,0.365793520224395,1,1,2.99927157000107e-09
"5330434G04Rik",1.07085242579181e-12,0.338977064939658,1,1,1.85953523738748e-08
"Snrnp70",2.6119222699623e-12,0.328562548071261,1,1,4.53560302178953e-08
"Sncb",5.78031227821294e-12,0.344595823012437,1,1,1.00375122711168e-07
"Rbm39",7.25426152418848e-12,0.322811580309584,1,1,1.25970251367533e-07
"Pdlim7",1.00843537674845e-11,0.337164639613738,1,1,1.75114803172369e-07
"Stmn3",9.81506574364933e-11,0.314535488649947,1,1,1.70438616638471e-06
"Ntng1",1.59978391473414e-10,0.321569256026019,1,1,2.77802476793584e-06
"Gm42418",2.82131048898219e-10,0.615119839411822,1,1,4.89920566411757e-06
"Oaz1",4.50499588529787e-10,0.314246562479737,1,1,7.82292535481975e-06
"Camk2d",9.26950808809409e-10,0.304501775284805,1,1,1.60965007949754e-05
"Ckb",1.36619096918772e-09,0.296186286419798,1,1,2.37239061799448e-05
"Rpl8",1.50980316348668e-09,0.304039673551112,1,1,2.62177319339461e-05
"Actg1",1.90621655192306e-09,0.294641224791909,1,1,3.3101450424144e-05
"Atp1b1",1.97653337500857e-09,0.289687965509767,1,1,3.43225020570238e-05
"Uchl1",2.12633702390122e-09,0.293861920385198,1,1,3.69238424200446e-05
"Gprasp2",2.85915666697328e-09,0.293013149044624,1,1,4.9649255521991e-05
"Cst3",3.05256800427789e-09,0.3045856739246,1,1,5.30078433942856e-05
"Chgb",3.12141437189889e-09,0.295152957753887,1,1,5.42033605680242e-05
"Olfm1",5.37903446117299e-09,0.286633939890117,1,1,9.34069334182689e-05
"C230004F18Rik",2.49506762652398e-08,0.249713882433587,1,1,0.00043326849334589
"Atp1a3",2.53581015360114e-08,0.264606298503361,1,1,0.000440343433172837
"Srek1",3.73756348446639e-08,0.267562538485233,1,1,0.000649027899077589
"Cltc",4.64909521046161e-08,0.270266099976121,1,1,0.000807315383296659
"Rab3c",2.86000156937719e-07,0.253553317313869,1,1,0.00496639272522349
"Dync1i1",4.8864050576934e-07,0.253072995812956,1,1,0.00848524238268458
"Lingo2",4.94062944496816e-07,0.249867692184337,1,1,0.00857940303118721
"Hsp90aa1",5.17309394868889e-07,0.241546316664826,1,1,0.00898307764189827
"Atp5g3",8.2826449248829e-07,0.248630476573111,1,1,0.0143828129120592
"Slc17a7",8.28778329102287e-07,0.236785369274527,1,1,0.0143917356848612
"Grm7",1.05125995715491e-06,0.239792227851755,1,1,0.018255129155995
"Fam212b",1.57720396031475e-06,-0.233021712037828,1,1,0.0273881467708657
"Tmsb10",2.00972883657922e-06,0.231676653328452,1,1,0.0348989412471981
"Tmem59l",2.66086754454267e-06,0.23498579101786,1,1,0.0462059649109834
"1700020I14Rik",2.79636284210185e-06,0.232581464438258,1,1,0.0485588407530986
