"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Sparcl1",1.12290566968178e-10,-0.330145623381943,1,1,1.94071786891102e-06
"Atp6v0c",1.36519395563009e-09,-0.262447839608712,1,1,2.35946471351549e-05
"Chgb",2.80083875679817e-09,-0.262975001966887,1,1,4.84068962337428e-05
"Hsp90ab1",5.8160224157282e-09,-0.250952491259768,1,1,0.00010051831541103
"Aplp2",2.03468354336154e-08,-0.236737164644604,1,1,0.000351654356799175
"Pcsk1n",7.47945507688309e-08,-0.238372457914565,1,1,0.0012926742209377
"Scn1a",2.34390853596741e-07,-0.234992738993676,1,1,0.00405097712271248
"Atp2a2",3.16186556659861e-07,-0.221618622470908,1,1,0.00546465225875237
"Gm42418",5.1626902693575e-07,-0.383987321009601,1,1,0.00892267759253057
"Pde10a",1.25326947345842e-06,-0.225011396344171,1,1,0.0216602563097819
"Stmn3",1.55290949482923e-06,-0.209911481508794,1,1,0.0268389347991335
