"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Arc",3.36160569124128e-39,0.73456305194889,1,1,5.93760413243946e-35
"Junb",1.45467081522298e-29,0.68445815228596,1,1,2.56938506092835e-25
"Egr1",5.71389397557325e-19,0.461840483816103,1,1,1.0092450929055e-14
"AC149090.1",2.28804718232269e-18,0.490549718337999,1,1,4.04137773813657e-14
"Fos",2.42800179976962e-16,0.419681010132874,1,1,4.28857957893307e-12
"Mid1",4.01565553003387e-13,0.364060289747279,1,1,7.09285236269882e-09
"Npas4",2.04072439265266e-09,0.299434409037754,1,1,3.60453149474239e-05
"Dusp1",2.01213485399108e-08,0.282289855436489,1,1,0.000355403379260445
"Btg2",6.95918761027853e-08,0.272383024853977,1,1,0.0012292013076035
"mt-Co1",1.28022456141964e-07,-0.26720924177708,1,1,0.00226126064283551
"Gm47283",2.35504318146635e-06,0.237203657418234,1,1,0.0415971277142401
