"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"AC149090.1",1.65698252574225e-15,0.505804489443437,1,1,2.92672823521853e-11
"Npy",1.50978891004844e-10,-0.978392470936202,1,1,2.66674015181855e-06
"Gad1",5.37919346644897e-10,-0.526058344119558,1,1,9.50126941978881e-06
"Gad2",8.63946616183071e-09,-0.512192027593706,1,1,0.000152598890816416
"Gapdh",6.95146275670996e-08,-0.359698707401902,1,1,0.00122783686671768
"Calm1",7.79331819309852e-08,-0.317265262957147,1,1,0.00137653379244699
"Kit",3.92837637748966e-07,-0.385526749655771,1,1,0.00693869119555999
"Dlx6os1",4.70314251952381e-07,-0.482712442473206,1,1,0.00830716063223491
"Rab3c",1.13743123135315e-06,-0.349906167342858,1,1,0.0200904478393906
"Frmpd4",2.26627614036183e-06,-0.267777857166312,1,1,0.040029235467211
"Dlx1as",2.47489024243357e-06,-0.286179376282824,1,1,0.0437139863521041
